0	211	200	203	65	463	0
1	389	367	504	228	406	1
2	244	106	125	248	533	2
3	410	340	392	172	519	3
4	339	188	210	80	461	4
5	453	83	226	452	746	5
6	548	318	417	102	484	6
7	611	313	437	107	583	7
8	551	331	380	238	486	8
9	198	323	209	121	456	9
10	251	202	193	59	518	0
11	344	420	488	253	411	10
12	194	66	25	234	690	11
13	659	384	587	190	512	12
14	507	339	410	108	447	13
15	659	371	561	206	421	12
16	529	300	385	230	486	8
17	494	216	506	136	410	14
18	220	95	125	248	533	2
19	609	353	320	147	513	15
20	632	351	539	202	494	12
21	565	307	595	208	758	16
22	152	409	232	93	593	17
23	599	368	539	202	493	12
24	235	167	240	336	408	18
25	589	361	588	188	522	12
26	587	340	316	148	470	15
27	471	420	246	455	429	19
28	578	310	318	148	437	15
29	456	60	367	218	570	20
30	303	455	423	147	653	21
31	580	262	665	245	448	22
32	323	192	25	248	522	23
33	694	412	477	318	535	24
34	368	454	51	307	708	25
35	695	381	329	452	707	26
36	480	34	372	175	526	27
37	671	389	673	288	436	28
38	469	157	645	275	426	29
39	494	371	629	455	613	30
40	579	326	212	454	736	31
41	155	446	25	238	469	32
42	498	191	485	30	480	33
43	617	358	679	250	400	34
44	190	455	276	132	541	17
45	603	455	49	318	612	35
46	484	325	447	165	528	36
47	470	401	429	201	485	37
48	562	316	557	454	420	38
49	695	419	296	146	689	39
50	373	147	673	270	613	40
51	575	393	326	153	708	41
52	392	162	663	269	551	40
53	695	418	416	339	400	42
54	695	400	310	155	593	39
55	676	397	296	146	635	39
56	513	36	333	193	573	43
57	407	181	668	295	399	40
58	75	450	222	205	428	17
59	93	455	193	221	404	17
60	105	455	319	170	672	44
61	87	455	208	201	607	17
62	103	455	208	201	600	17
63	453	77	513	337	705	45
64	184	168	184	374	401	46
65	558	142	621	455	453	47
66	695	421	574	242	432	48
67	526	156	465	80	933	49
68	695	427	560	241	456	48
69	325	455	464	173	801	50
70	402	455	673	299	436	51
71	318	436	623	278	412	51
72	475	164	640	264	471	29
73	346	171	291	39	405	52
74	488	205	649	305	510	53
75	164	309	319	170	491	54
76	400	154	334	117	736	55
77	447	405	464	174	642	56
78	377	187	309	119	760	57
79	188	68	76	237	603	11
80	148	390	167	175	559	58
81	308	213	144	429	582	59
82	188	249	164	237	436	60
83	308	226	144	429	577	59
84	389	455	407	293	422	61
85	303	228	130	455	435	59
86	333	169	42	454	464	62
87	36	455	202	152	461	17
88	285	199	120	455	551	59
89	181	341	192	149	460	63
90	449	101	446	171	436	64
91	541	455	237	280	555	65
92	425	455	229	277	555	66
93	583	455	674	285	400	67
94	360	213	134	455	645	59
95	569	72	407	129	423	68
96	399	455	53	303	586	25
97	554	376	471	85	556	69
98	695	451	651	314	436	67
99	695	426	214	454	1101	70
100	651	455	409	201	471	48
101	639	455	522	235	588	48
102	646	455	408	203	458	48
103	623	455	469	215	500	48
104	445	204	465	79	443	71
105	551	300	458	47	597	72
106	310	201	135	455	483	59
107	304	180	136	454	459	59
108	485	422	55	287	481	73
109	368	452	353	185	462	50
110	302	207	167	454	414	59
111	402	174	408	329	742	74
112	431	455	678	285	447	51
113	513	144	403	285	424	75
114	339	180	122	455	602	59
115	407	175	385	299	416	74
116	376	455	472	268	408	76
117	463	435	666	292	572	51
118	470	440	577	420	658	77
119	611	455	412	155	602	78
120	695	406	461	156	584	79
121	663	455	545	143	496	48
122	497	422	530	327	450	80
123	371	173	434	138	438	81
124	652	455	526	111	619	48
125	647	454	539	144	509	48
126	324	454	435	186	493	50
127	386	166	217	455	684	59
128	311	413	446	454	507	82
129	645	455	464	211	610	48
130	448	455	466	252	405	83
131	695	419	394	180	509	84
132	661	455	478	172	455	48
133	658	455	402	189	469	48
134	517	154	394	293	407	75
135	592	325	513	81	533	85
136	200	71	266	248	404	86
137	549	455	496	455	667	87
138	475	385	375	344	541	88
139	490	205	423	413	586	89
140	523	455	377	210	479	90
141	444	435	393	231	414	91
142	223	42	351	176	414	92
143	687	455	384	244	447	93
144	164	249	125	454	530	59
145	695	443	386	244	421	93
146	318	165	415	100	459	94
147	695	429	391	244	404	93
148	541	332	518	186	431	95
149	287	455	585	225	750	96
150	509	395	453	298	476	97
151	73	315	131	455	405	98
152	286	301	275	102	482	99
153	626	455	311	455	440	100
154	605	438	679	286	407	67
155	528	350	390	291	416	101
156	491	55	548	187	466	102
157	294	178	115	384	407	103
158	583	360	472	167	506	95
159	640	444	594	198	462	48
160	663	455	578	185	529	48
161	377	455	679	301	477	51
162	370	454	155	454	439	104
163	592	451	582	187	491	48
164	315	455	249	145	530	105
165	530	296	291	455	580	106
166	631	241	661	265	560	107
167	517	279	425	343	605	108
168	648	454	541	214	441	48
169	336	344	218	93	809	99
170	420	455	176	168	644	109
171	146	455	36	266	445	32
172	602	455	484	250	512	48
173	281	390	33	268	420	110
174	269	425	51	455	490	111
175	165	455	25	259	432	32
176	494	397	274	455	716	19
177	370	432	178	165	547	112
178	560	455	481	168	520	113
179	602	248	347	385	503	114
180	419	452	213	82	749	115
181	238	454	284	193	597	116
182	467	64	452	323	508	117
183	440	112	366	146	430	118
184	537	124	615	223	415	119
185	249	331	203	69	673	120
186	552	390	454	146	538	95
187	611	455	675	299	422	67
188	410	455	200	83	724	115
189	519	348	454	208	448	95
190	674	455	537	243	596	48
191	398	455	303	210	423	121
192	387	455	246	261	662	66
193	562	119	668	253	472	119
194	373	454	564	455	524	122
195	284	239	218	105	431	123
196	455	94	379	217	401	20
197	531	334	380	358	540	124
198	205	259	242	154	426	125
199	480	193	363	397	505	126
200	198	213	180	65	576	0
201	115	455	156	454	465	127
202	461	418	611	179	482	128
203	442	120	223	454	645	5
204	425	455	249	207	425	121
205	427	454	252	206	425	121
206	695	455	573	455	452	129
207	199	455	83	454	615	130
208	695	450	571	454	433	129
209	638	455	541	260	407	48
210	435	145	324	366	453	131
211	345	388	186	170	495	132
212	339	455	235	144	595	105
213	461	455	241	374	765	133
214	193	172	177	42	493	134
215	354	206	536	454	402	135
216	144	432	151	290	420	136
217	126	455	184	253	411	17
218	123	441	185	253	411	17
219	97	455	165	159	468	17
220	104	455	166	172	543	17
221	363	205	674	303	629	40
222	305	207	235	144	519	123
223	531	255	420	101	454	137
224	534	414	612	180	523	12
225	108	455	190	246	433	17
226	114	455	183	247	433	17
227	157	455	276	226	481	17
228	567	258	626	280	480	22
229	219	291	168	153	466	138
230	164	455	278	226	472	17
231	393	455	186	257	406	66
232	519	334	418	52	653	139
233	383	455	232	82	843	115
234	223	364	40	246	514	140
235	542	117	653	248	427	119
236	381	455	243	262	431	66
237	648	455	517	246	480	48
238	427	296	678	277	543	141
239	176	383	156	299	707	142
240	404	193	208	455	510	59
241	655	455	502	121	757	48
242	151	455	217	295	429	136
243	580	366	335	180	546	143
244	360	455	246	454	559	144
245	359	196	652	250	434	145
246	487	455	492	210	422	146
247	420	188	353	454	477	147
248	378	185	634	301	447	40
249	376	161	642	304	454	40
250	190	349	74	454	872	148
251	614	141	681	268	438	149
252	618	440	472	151	456	150
253	634	415	513	180	506	151
254	175	373	24	241	471	152
255	616	455	518	205	508	48
256	356	455	493	94	800	153
257	332	455	421	54	809	154
258	597	416	501	123	694	155
259	308	152	232	396	484	156
260	353	423	674	293	473	51
261	452	209	420	54	517	157
262	342	455	421	102	648	158
263	319	455	222	122	609	105
264	414	186	387	26	636	157
265	241	360	233	81	681	120
266	422	455	227	154	537	109
267	693	455	676	282	447	67
268	412	454	675	287	400	51
269	218	342	113	283	521	159
270	422	455	675	304	400	51
271	512	172	266	454	496	59
272	268	191	237	427	402	160
273	379	207	241	455	572	59
274	132	455	212	142	431	17
275	375	187	674	295	451	40
276	575	383	504	144	425	95
277	558	342	674	296	447	161
278	508	151	521	455	500	162
279	391	455	524	270	433	76
280	476	176	393	38	445	157
281	150	413	218	296	451	163
282	586	455	421	192	433	48
283	331	189	269	118	404	164
284	417	455	500	222	467	50
285	169	221	224	48	838	0
286	335	167	284	54	608	52
287	324	179	283	56	586	52
288	158	328	53	289	437	165
289	320	178	283	56	574	52
290	275	455	625	292	525	51
291	377	187	531	190	685	166
292	153	314	517	240	505	167
293	341	146	244	219	423	168
294	367	435	455	125	711	169
295	312	175	283	56	557	52
296	553	255	503	124	465	170
297	413	454	671	290	451	51
298	403	419	669	285	479	51
299	576	455	484	215	405	48
300	273	455	238	120	627	105
301	458	444	673	289	403	51
302	406	235	385	24	686	171
303	444	430	673	290	601	51
304	680	455	659	270	424	67
305	503	112	674	302	666	172
306	433	417	673	290	585	51
307	669	455	642	280	411	67
308	693	455	679	269	467	67
309	276	455	494	433	455	173
310	531	455	632	273	409	51
311	251	194	248	35	468	0
312	505	455	252	455	405	174
313	599	455	487	224	588	48
314	394	165	434	102	409	81
315	434	132	422	111	418	175
316	615	455	534	187	453	48
317	664	455	676	302	430	67
318	335	167	265	206	589	168
319	358	455	107	353	467	176
320	245	137	132	327	444	177
321	561	369	448	145	447	95
322	462	277	591	454	578	178
323	472	212	678	299	601	53
324	265	295	325	307	487	179
325	442	455	215	52	908	115
326	388	177	460	72	505	180
327	285	295	242	123	441	99
328	332	455	678	299	575	51
329	614	145	502	308	527	181
330	614	143	326	393	573	182
331	481	200	492	82	433	71
332	381	183	390	24	702	157
333	403	455	678	287	444	51
334	374	145	404	151	468	81
335	614	145	224	455	601	59
336	287	321	216	53	699	120
337	449	306	113	275	780	183
338	228	38	323	366	835	184
339	593	152	218	455	570	59
340	324	146	216	81	400	185
341	123	452	209	104	688	17
342	503	455	216	64	890	186
343	178	455	189	97	740	17
344	413	455	25	256	781	187
345	433	455	670	289	460	51
346	237	209	225	45	526	0
347	468	434	670	284	448	51
348	555	189	333	331	453	188
349	529	145	251	409	544	189
350	606	455	680	244	682	67
351	426	112	389	178	783	190
352	360	455	267	200	440	121
353	47	273	207	236	628	191
354	366	451	454	170	531	50
355	286	200	316	89	411	192
356	547	424	33	266	645	193
357	584	257	670	315	556	194
358	602	269	662	310	494	194
359	546	385	226	411	498	195
360	628	455	593	182	548	48
361	467	212	296	115	431	196
362	614	142	370	202	693	197
363	343	455	356	197	584	50
364	409	386	25	256	581	198
365	338	443	556	455	879	122
366	311	324	233	114	512	99
367	389	455	660	264	677	51
368	354	455	677	246	557	51
369	395	455	661	270	470	51
370	513	193	238	446	498	59
371	112	455	60	455	635	199
372	414	454	228	50	885	115
373	431	455	257	124	710	200
374	391	455	294	181	655	121
375	518	205	675	247	407	201
376	421	444	294	184	644	121
377	484	432	527	281	517	202
378	324	455	386	194	574	50
379	475	383	677	246	417	51
380	309	455	493	199	548	50
381	489	378	681	277	401	51
382	429	455	544	181	483	50
383	388	454	657	261	435	51
384	249	224	350	171	501	203
385	578	455	392	202	542	48
386	432	455	549	208	436	50
387	528	455	401	230	449	90
388	520	415	546	175	467	204
389	331	391	209	156	606	132
390	567	455	400	323	679	205
391	574	455	677	289	418	67
392	550	104	495	214	553	206
393	181	223	290	39	850	207
394	516	330	527	284	429	208
395	568	102	425	161	409	209
396	523	225	369	202	444	210
397	473	376	389	196	447	37
398	341	139	186	195	515	211
399	501	190	427	362	404	212
400	484	455	397	355	558	213
401	398	455	662	279	414	51
402	485	455	408	356	575	213
403	415	455	665	288	413	51
404	343	455	670	258	434	51
405	281	237	214	159	406	214
406	486	407	232	454	665	19
407	361	200	207	455	700	59
408	613	145	461	126	486	215
409	192	36	205	160	717	216
410	154	317	222	147	742	63
411	353	455	677	291	410	51
412	147	315	233	421	521	217
413	339	186	206	455	663	59
414	590	134	361	181	508	197
415	312	455	486	211	421	50
416	609	153	467	296	399	181
417	386	428	679	240	453	51
418	106	455	109	247	443	17
419	475	143	509	267	564	218
420	119	447	24	251	524	32
421	442	203	416	454	413	219
422	370	397	238	226	414	220
423	101	455	116	231	415	17
424	445	455	201	82	878	115
425	181	341	119	230	412	221
426	247	199	229	42	546	0
427	452	178	348	121	599	196
428	613	144	347	142	708	222
429	146	455	114	236	551	17
430	382	419	679	289	491	51
431	147	455	149	229	474	17
432	447	382	454	28	975	223
433	572	222	232	455	437	224
434	403	432	662	454	472	225
435	131	438	255	145	477	17
436	466	185	317	123	637	196
437	142	455	34	277	422	32
438	338	455	649	251	416	51
439	464	310	320	411	404	226
440	118	455	242	252	519	17
441	137	455	139	228	434	17
442	148	455	109	231	467	17
443	514	127	567	205	472	227
444	464	141	283	98	604	228
445	141	455	199	288	566	136
446	510	455	679	274	402	51
447	611	134	201	455	793	59
448	468	415	644	373	462	229
449	418	455	672	292	430	51
450	268	438	662	267	523	230
451	611	134	198	455	774	59
452	597	455	533	212	448	48
453	598	182	244	455	478	59
454	516	229	213	152	742	231
455	660	455	596	232	695	48
456	683	455	560	224	427	48
457	646	455	531	213	432	48
458	145	454	207	182	470	17
459	328	433	672	299	448	51
460	323	442	680	279	570	51
461	178	455	191	144	559	17
462	550	184	676	302	444	232
463	513	165	557	454	490	162
464	568	412	611	178	528	12
465	593	149	423	295	440	181
466	638	431	682	454	475	233
467	524	278	438	126	716	137
468	372	412	673	300	402	51
469	452	113	282	191	454	234
470	572	165	287	379	506	235
471	379	411	680	286	508	51
472	172	281	272	185	724	236
473	393	454	524	259	406	76
474	568	373	590	185	404	12
475	540	174	214	455	511	59
476	343	455	557	282	665	51
477	576	180	424	106	706	237
478	613	139	222	455	936	59
479	67	455	135	239	445	17
480	477	287	677	274	407	238
481	371	455	231	88	1142	115
482	410	403	663	276	415	51
483	414	404	588	209	531	239
484	486	173	308	386	452	240
485	336	455	358	409	443	241
486	311	455	674	300	435	51
487	286	191	402	454	448	242
488	438	368	676	245	406	51
489	448	352	434	123	577	243
490	460	279	441	123	571	243
491	460	302	640	454	819	244
492	475	213	203	455	454	59
493	518	200	334	394	428	126
494	604	177	679	278	559	149
495	491	235	265	454	484	59
496	503	190	156	452	512	59
497	491	191	164	454	493	59
498	301	224	218	454	399	59
499	115	349	149	287	417	245
500	613	138	409	298	514	181
501	128	421	252	228	496	246
502	327	455	683	267	542	51
503	513	185	215	440	541	59
504	344	455	632	260	418	51
505	516	233	221	455	544	59
506	163	334	25	239	454	247
507	317	455	452	299	623	76
508	354	455	631	261	405	51
509	207	95	338	178	419	248
510	303	455	669	287	464	51
511	402	187	482	160	416	249
512	321	455	662	274	422	51
513	334	455	665	275	422	51
514	596	139	414	232	425	250
515	239	235	98	455	415	59
516	349	205	389	258	401	251
517	563	345	479	192	497	95
518	547	227	186	381	1083	252
519	328	161	268	103	669	164
520	320	455	348	323	401	253
521	479	223	32	269	677	254
522	617	137	634	428	703	47
523	346	455	378	186	465	50
524	514	223	415	347	479	212
525	573	165	595	375	455	255
526	596	160	493	296	403	181
527	434	455	354	172	581	50
528	321	455	244	153	483	105
529	431	295	495	107	507	256
530	351	452	272	133	605	105
531	483	455	353	173	567	50
532	443	427	353	173	552	50
533	350	455	271	455	725	144
534	425	411	675	293	412	51
535	412	455	661	247	403	51
536	325	159	298	295	471	257
537	482	455	215	455	521	174
538	440	360	680	246	418	51
539	556	274	331	404	426	258
540	431	455	354	172	521	50
541	68	455	173	172	840	17
542	449	455	353	173	507	50
543	440	280	33	271	601	259
544	384	455	577	204	473	50
545	445	322	254	455	467	260
546	457	412	662	280	413	51
547	398	455	666	290	418	51
548	640	455	679	288	411	67
549	475	216	200	455	459	59
550	563	226	640	454	451	261
551	543	455	591	192	445	48
552	461	369	265	121	689	262
553	426	450	111	305	401	263
554	488	102	269	41	539	264
555	471	201	207	454	453	59
556	435	378	212	455	415	265
557	427	455	669	283	460	51
558	502	354	265	121	650	262
559	478	176	678	280	522	29
560	546	389	595	194	483	12
561	553	234	380	306	800	266
562	613	146	279	454	715	59
563	356	455	676	292	421	51
564	335	407	37	267	437	198
565	111	301	258	116	431	63
566	516	363	530	262	556	267
567	124	314	215	128	452	63
568	512	345	621	292	586	268
569	561	200	521	455	656	269
570	344	385	64	269	577	198
571	493	194	278	454	487	59
572	353	423	475	455	514	270
573	398	197	345	108	511	57
574	321	451	649	293	1511	51
575	567	219	638	455	428	261
576	341	454	655	263	478	51
577	384	430	583	431	430	122
578	340	453	541	370	446	271
579	312	455	649	254	567	51
580	182	271	218	97	636	272
581	356	432	541	372	425	271
582	423	455	659	273	415	51
583	329	455	571	185	864	50
584	300	328	232	117	620	99
585	279	328	218	160	405	273
586	438	439	664	280	400	51
587	321	194	273	215	491	168
588	568	101	469	43	447	274
589	475	405	674	284	403	51
590	391	455	661	260	447	51
591	381	440	571	185	832	50
592	172	455	201	188	446	17
593	414	455	477	455	399	275
594	309	130	217	32	538	276
595	176	455	179	193	535	17
596	612	144	481	301	461	181
597	250	244	111	237	630	277
598	602	176	643	453	412	47
599	605	166	646	454	416	47
600	393	383	674	283	465	51
601	566	172	531	455	509	269
602	149	455	333	142	652	278
603	513	191	290	452	400	59
604	612	144	403	332	537	181
605	468	303	654	306	399	238
606	160	452	294	199	404	17
607	439	455	676	293	433	51
608	605	164	476	333	440	181
609	117	308	194	164	591	279
610	605	171	606	454	500	47
611	595	184	411	327	515	280
612	366	455	589	386	522	271
613	330	433	673	292	666	51
614	535	307	538	110	800	281
615	374	455	533	87	867	153
616	397	455	569	171	553	50
617	440	389	580	204	419	239
618	148	455	300	222	523	17
619	75	454	303	328	420	282
620	51	275	284	183	439	283
621	216	359	290	112	656	284
622	517	400	548	245	606	285
623	573	168	681	270	553	149
624	464	253	668	288	403	238
625	586	455	570	185	527	48
626	485	365	593	187	463	204
627	395	400	675	288	568	51
628	563	454	542	107	674	286
629	116	444	186	125	611	17
630	101	405	188	127	578	287
631	323	366	530	316	536	288
632	282	455	205	204	431	289
633	672	455	654	247	473	67
634	550	447	600	454	418	290
635	612	146	397	181	472	197
